"wikidataId","fullName","birthDate","birthPlace","deathDate","deathPlace","height","weight","positions"
"Q16846015","Niel Marais","1992-01-21","South Africa",NA,"South Africa",182,100,"Fly-Half; Centre"
"Q16846337","Luke McGrath","1993-02-03","Canada; Ontario; Hamilton",NA,"Canada; Ontario; Hamilton",175,84,"Scrum-Half"
"Q16846899","Taqele Naiyaravoro","1991-12-07","Fiji; Sigatoka",NA,"Fiji; Sigatoka",195,125,"Winger; Centre"
"Q16853397","Marvin Orie","1993-02-15","South Africa; Cape Town",NA,"South Africa; Cape Town",200,115,"Lock"
"Q16855064","Dorian Aldegheri","1993-08-04","France; Toulouse",NA,"France; Toulouse",180,119,"Prop"
"Q16873617","Samisoni Viriviri","1988-04-25","Fiji",NA,"Fiji",186,88,"Winger; Fullback"
"Q16886478","Joe Webber","1993-08-27","New Zealand",NA,"New Zealand",186,90,"Winger; Centre; Fullback"
"Q16931032","Kevin Bryce","1988-09-07","Alois",NA,NA,185,106,"Prop; Hooker"
"Q16935156","Tyler Paul","1995-01-20","South Africa; Limpopo; Modiadisukurufu",NA,"South Africa; Limpopo; NA",195,112,"Lock; Flanker"
"Q16969871","Jack Debreczeni","1993-06-06","New Zealand; Auckland",NA,"New Zealand; Auckland",192,99,"Fly-Half; Fullback"
"Q16970046","Lalakai Foketi","1994-12-22","New Zealand; Hamilton",NA,"New Zealand; Hamilton",180,95,"Centre"
"Q16980019","Robert Kruger","1988-04-28","South Africa",NA,"South Africa",193,113,"Lock; Flanker"
"Q16995269","Jack Conan","1992-07-29","Republic of Ireland; County Wicklow; Bray",NA,"Republic of Ireland; County Wicklow; Bray",193,114,"Number 8"
"Q17016918","Jamie Ritchie","1996-08-16","Scotland; Dundee",NA,"Scotland; Dundee",193,109,"Flanker"
"Q17018385","Kyle Sinckler","1993-03-30","England; London; Wandsworth",NA,"England; London; Wandsworth",180,120,"Prop"
"Q17018685","Rory Sutherland","1992-08-24","Scotland; Melrose; Scottish Borders",NA,"Scotland; Melrose; Scottish Borders",183,118,"Prop"
"Q17019995","Tadhg Furlong","1992-11-14","Republic of Ireland; County Wexford; Wexford",NA,"Republic of Ireland; County Wexford; Wexford",183,122,"Prop"
"Q17129248","Dai Katsuno","1974-11-26","Japan; Nagano Prefecture",NA,"Japan; Nagano Prefecture",180,97,"Centre"
"Q17129465","Takeshi Kizu","1988-07-15","Japan; Osaka Prefecture; Higashiōsaka",NA,"Japan; Osaka Prefecture; Higashiōsaka",183,115,"Hooker"
"Q17129557","Yoshio Kimishima","1984-01-13","Ibaraki Prefecture; Mito; Ibaraki",NA,"Ibaraki Prefecture; Mito; Ibaraki",176,80,"Fly-Half"
"Q17159596","Seiichi Shimomura","1981-09-20","Japan; Gunma Prefecture; Kiryū; Gunma",NA,"Japan; Gunma Prefecture; Kiryū; Gunma",176,87,"Centre"
"Q17160364","Tomohiro Senba","1982-10-26","Shiga Prefecture; Ōtsu",NA,"Shiga Prefecture; Ōtsu",183,93,"Centre"
"Q17182640","Cam Dolan","1990-03-07","United States; Florida; Fort Myers",NA,"United States; Florida; Fort Myers",198,115,"Lock; Flanker; Number 8"
"Q17183134","Giulio Bisegni","1992-04-04","Italy; Lazio; Metropolitan City of Rome Capital; Frascati",NA,"Italy; Lazio; Metropolitan City of Rome Capital; Frascati",180,88,"Centre"
"Q17198694","Pierre Schoeman","1994-05-07","South Africa; Mpumalanga; Mbombela",NA,"South Africa; Mpumalanga; Mbombela",184,118,"Prop"
"Q17210116","Kenki Fukuoka","1992-09-07","Fukuoka Prefecture; Koga; Fukuoka",NA,"Fukuoka Prefecture; Koga; Fukuoka",175,83,"Winger"
"Q17211372","Masataka Mikami","1988-06-04","Japan; Aomori Prefecture; Aomori",NA,"Japan; Aomori Prefecture; Aomori",178,115,"Prop"
"Q17223024","Katsuhiro Matsuo","1964-01-06","Miyazaki Prefecture",NA,"Miyazaki Prefecture",NA,NA,"Fly-Half"
"Q17223380","Hiroshi Yamashita","1986-01-01","Japan; Osaka Prefecture; Shijōnawate",NA,"Japan; Osaka Prefecture; Shijōnawate",183,120,"Prop; Hooker"
"Q17225677","姫野和樹","1994-07-27","Japan; Aichi Prefecture; Nagoya; Nakamura-ku",NA,"Japan; Aichi Prefecture; Nagoya; Nakamura-ku",187,112,"Number 8"
"Q17225992","Shūji Nakashima","1965-07-08","Yamaguchi Prefecture",NA,"Yamaguchi Prefecture",NA,NA,"Flanker"
"Q17230068","Mitsugu Fujii","1909-08-28","Japan; Tokyo City; Kyobashi Ward; Tokyo; Chūō; Ginza","1979-10-23","Japan; Tokyo City; Kyobashi Ward; Tokyo; Chūō; Ginza",NA,NA,NA
"Q17285657","Olive Kilifi","1986-09-28","United States; California; Huntington Beach",NA,"United States; California; Huntington Beach",180,120,"Prop"
"Q17350850","Jefferson Poirot","1992-11-01","France; Val-d'Oise; L'Isle-Adan",NA,"France; Val-d'Oise; NA",181,123,"Prop"
"Q17350940","Juan Pablo Socino","1988-05-30","Argentina; Buenos Aires",NA,"Argentina; Buenos Aires",178,98,"Fly-Half; Centre"
"Q17351919","Oliviero Fabiani","1990-07-13","Italy; Lazio; Metropolitan City of Rome Capital; Rome",NA,"Italy; Lazio; Metropolitan City of Rome Capital; Rome",180,98,"Hooker"
"Q17385542","Michael Alaalatoa","1991-08-28","Australia; New South Wales; Sydney",NA,"Australia; New South Wales; Sydney",191,128,"Prop"
"Q17385620","Scott Barrett","1993-11-20","New Zealand; New Plymouth",NA,"New Zealand; New Plymouth",197,118,"Lock; Flanker"
"Q17385777","Greg Cooper","1965-06-10","New Zealand; Gisborne",NA,"New Zealand; Gisborne",183,90,"Fullback"
"Q17386113","Sam Jeffries","1992-05-20","Australia; Brisbane",NA,"Australia; Brisbane",200,115,"Lock"
"Q17386178","Lasha Khmaladze","1988-01-20","Georgia (country); Tbilisi",NA,"Georgia (country); Tbilisi",182,83,"Fly-Half"
"Q17388809","Shalva Sutiashvili","1984-01-24","Georgia (country); Tbilisi",NA,"Georgia (country); Tbilisi",193,110,"Flanker"
"Q17403308","Allan Alaalatoa","1994-01-28","Australia; New South Wales; Sydney",NA,"Australia; New South Wales; Sydney",188,120,"Prop"
"Q17403372","Sylvian Mahuza","1993-07-29","South Africa; George",NA,"South Africa; George",178,80,"Winger; Centre; Fullback"
"Q17403430","JD Schickerling","1995-05-09","South Africa; Northern Cape",NA,"South Africa; Northern Cape",202,119,"Lock"
"Q17403432","Seabelo Senatla","1993-02-10","South Africa; Free State (province); Welkom",NA,"South Africa; Free State (province); Welkom",179,84,"Winger"
"Q17411164","Mark Finlay","1963-05-10","New Zealand; Palmerston North",NA,"New Zealand; Palmerston North",NA,NA,"Fullback"
"Q17465593","Willy Ambaka","1990-05-14","Kenya",NA,"Kenya",194,100,"Winger"
"Q17484162","Gillies Kaka",NA,NA,NA,NA,186,90,"Fullback"
"Q17489768","Burger Odendaal","1993-04-15","South Africa; Free State (province); Bloemfontein",NA,"South Africa; Free State (province); Bloemfontein",187,101,"Centre"
"Q17497081","Teddy Thomas","1993-09-18","France; Biarritz",NA,"France; Biarritz",185,98,"Winger; Fullback"
"Q17517204","Damian McKenzie","1995-04-20","New Zealand; Invercargill",NA,"New Zealand; Invercargill",175,81,"Fly-Half; Fullback"
"Q17523769","Matías Alemanno","1991-12-05","Argentina; Córdoba Province; Córdoba",NA,"Argentina; Córdoba Province; Córdoba",198,113,"Lock"
"Q17523840","Ramiro Herrera","1989-02-14","Argentina; Chubut Province; Comodoro Rivadavia",NA,"Argentina; Chubut Province; Comodoro Rivadavia",190,126,"Prop"
"Q17523906","Lucas Noguera Paz","1993-10-05","Argentina; Tucumán Province; San Miguel de Tucumán",NA,"Argentina; Tucumán Province; San Miguel de Tucumán",179,108,"Prop"
"Q17542132","Jerónimo de la Fuente","1991-02-24","Argentina; Santa Fe Province; Rosario",NA,"Argentina; Santa Fe Province; Rosario",184,95,"Centre"
"Q17612451","Jamie Hood","1986-11-13","Hong Kong",NA,"Hong Kong",180,84,"Scrum-Half"
"Q17624661","Charles Ollivon","1993-05-11","France; Pyrénées-Atlantiques; Saint-Pé-sur-Nivelle",NA,"France; Pyrénées-Atlantiques; NA",199,113,"Flanker"
"Q17708991","Raef Morrison","1995-29-30",NA,NA,NA,NA,NA,"2nd Row"
"Q18128188","Kwagga Smith","1993-06-11","South Africa; Mpumalanga; Lydenburg",NA,"South Africa; Mpumalanga; Lydenburg",181,91,"Flanker"
"Q18129148","Hamish Watson","1991-10-15","England; Greater Manchester; Manchester",NA,"England; Greater Manchester; Manchester",185,102,"Flanker"
"Q18162827","Felipe Berchesi","1991-04-12","Uruguay; Montevideo Department; Montevideo",NA,"Uruguay; Montevideo Department; Montevideo",178,80,"Fly-Half; Centre"
"Q18165611","Angus Gardner","1984-08-24","Australia; Sydney",NA,"Australia; Sydney",NA,NA,NA
"Q18166205","Sam Talakai","1991-09-14","Australia; New South Wales; Sydney",NA,"Australia; New South Wales; Sydney",183,115,"Prop"
"Q18166227","Rob Thompson","1991-08-29","New Zealand",NA,"New Zealand",184,103,"Winger; Centre"
"Q18166319","Taniela Tupou","1996-05-10","Tonga",NA,"Tonga",181,132,"Prop"
"Q18167677","Hendrik Tui","1987-12-13","New Zealand; Auckland",NA,"New Zealand; Auckland",189,112,"Flanker"
"Q18170970","Jake Ilnicki","1992-02-24","Canada; British Columbia; Williams Lake",NA,"Canada; British Columbia; Williams Lake",180,125,"Prop"
"Q18172006","Jonathan Danty","1992-10-07","France; Paris",NA,"France; Paris",181,106,"Centre"
"Q18205288","George Ayoub","1963-10-23","Australia; Sydney",NA,"Australia; Sydney",NA,NA,NA
"Q18206529","Madison Hughes","1992-10-26","England; Surrey; Epsom",NA,"England; Surrey; Epsom",177,79,"Fullback"
"Q18209267","Konstantin Mikautadze","1991-07-01","Georgia (country); Kutaisi",NA,"Georgia (country); Kutaisi",200,127,"Lock"
"Q18218068","Seta Tamanivalu","1992-07-23","Fiji; Lautoa",NA,"Fiji; NA",189,104,"Winger; Centre"
"Q18225861","Nick Holten","1972-07-10","New Zealand",NA,"New Zealand",NA,NA,"Flanker"
"Q18235410","Max John WOODWARD","1990-10-27","Hong Kong",NA,"Hong Kong",183,94,"Winger; Centre"
"Q18236820","Michael Coverdale","1995-03-12","Hong Kong",NA,"Hong Kong",185,87,"Flanker"
"Q18249290","Michael Allardice","1991-10-19","New Zealand",NA,"New Zealand",200,112,"Lock; Flanker"
"Q18331050","Iopu Iopu-Aso","1991-04-01","New Zealand",NA,"New Zealand",190,107,"Flanker; Number 8"
"Q18331852","Siate Tokolahi","1992-03-16","Tonga; Nukuʻalofa",NA,"Tonga; Nukuʻalofa",184,116,"Prop"
"Q18347989","Clinton Swart","1992-09-06","South Africa",NA,"South Africa",184,105,"Centre"
"Q18348145","Codey Rei","1989-02-02","Patea",NA,"Patea",183,92,"Fly-Half"
"Q18350070","Dan Pryor","1988-04-14","New Zealand; Auckland",NA,"New Zealand; Auckland",191,103,"Flanker"
"Q18353250","Nicky Smith","1994-04-07","Wales; Swansea",NA,"Wales; Swansea",182,103,"Prop"
"Q18359107","Javier Ortega Desio","1990-06-14","Argentina; Entre Ríos Province; Paraná; Entre Ríos",NA,"Argentina; Entre Ríos Province; Paraná; Entre Ríos",193,110,"Flanker"
"Q18359222","Jed Brown","1991-03-12","New Zealand; Christchurch",NA,"New Zealand; Christchurch",186,105,"Flanker"
"Q18359280","Vince Aso","1995-01-05","New Zealand; Auckland",NA,"New Zealand; Auckland",185,90,"Winger; Centre"
"Q18385883","Joshua Stander","1994-01-01","South Africa; Eastern Cape; Cradock",NA,"South Africa; Eastern Cape; Cradock",183,90,"Fly-Half"
"Q18391686","Nehe Milner-Skudder","1990-12-15","New Zealand; Taihape",NA,"New Zealand; NA",179,90,"Winger; Fullback"
"Q18535007","Henry Ratu Wainiu Seniloli","1989-06-15","Tavua; Fiji",NA,"Tavua; Fiji",175,75,"Scrum-Half"
"Q18577129","Peni Ravai","1990-06-16","Fiji; Natuvava",NA,"Fiji; NA",185,118,"Prop; Hooker; Winger; Centre"
"Q18589216","Zander Fagerson","1996-01-19","Scotland; Perth",NA,"Scotland; Perth",186,126,"Prop"
"Q18611889","Connor Braid","1990-05-31","Canada; British Columbia; Capital Regional District",NA,"Canada; British Columbia; Capital Regional District",182,98,"Fly-Half; Centre"
"Q18619312","Facundo Isa","1993-09-21","Argentina; Santiago del Estero Province; Santiago del Estero",NA,"Argentina; Santiago del Estero Province; Santiago del Estero",188,103,"Flanker"
"Q18632024","Johan Bardoul","1987-06-16","New Zealand",NA,"New Zealand",193,112,"Lock; Number 8; Flanker"
"Q18632037","Otere Black","1995-05-04","New Zealand; Palmerston North",NA,"New Zealand; Palmerston North",185,86,"Fly-Half; Centre"
"Q18632058","Tevita Cavubati","1987-08-12","Fiji; Suva",NA,"Fiji; Suva",198,120,"Lock"
"Q18632098","Leon Fukofuka","1994-09-08","New Zealand; Auckland",NA,"New Zealand; Auckland",185,94,"Scrum-Half"
"Q18632100","Blake Gibson","1995-04-19","New Zealand; Auckland",NA,"New Zealand; Auckland",186,107,"Flanker; Number 8"
"Q18632111","Siua Halanukonuka","1986-08-09","Tongatapu",NA,"Tongatapu",186,120,"Prop"
"Q18632115","David Havili","1994-12-23","New Zealand; Nelson",NA,"New Zealand; Nelson",184,88,"Fly-Half; Centre; Fullback"
"Q18632154","Joe Latta","1992-04-07","New Zealand; Dunedin",NA,"New Zealand; Dunedin",200,118,"Lock"
"Q18632188","Richie Mo'unga","1994-05-25","New Zealand; Christchurch",NA,"New Zealand; Christchurch",176,83,"Fly-Half; Fullback"
"Q18632192","Matt Moulds","1991-05-15","New Zealand",NA,"New Zealand",188,107,"Hooker"
"Q18632241","Tom Sanders","1994-02-05","New Zealand; Christchurch",NA,"New Zealand; Christchurch",190,110,"Flanker; Number 8"
"Q18632282","Ahsee Tuala","1989-08-23","Samoa",NA,"Samoa",189,107,"Fullback"
"Q18632285","Matt Vaega","1994-09-07","New Zealand; Auckland",NA,"New Zealand; Auckland",178,89,"Winger; Centre; Fullback"
"Q18632289","Ma'ama Vaipulu","1989-07-21","New Zealand; Kawakawa",NA,"New Zealand; NA",190,112,"Number 8"
"Q18637201","Kyle Brown","1987-02-06","South Africa; Western Cape; Cape Town",NA,"South Africa; Western Cape; Cape Town",182,96,"Flanker"
"Q18637254","Cameron Clark","1993-03-20","New Zealand; Auckland",NA,"New Zealand; Auckland",185,88,"Winger; Centre; Fullback"
"Q18637283","Danny Barrett","1990-03-23","United States; California; Pacifica",NA,"United States; California; Pacifica",191,100,"Flanker"
"Q18637285","James Dargaville","1992-04-25","Australia; Queensland; Southport",NA,"Australia; Queensland; NA",187,94,"Winger"
"Q18637441","David Halaifonua","1987-07-05","Tonga; Vavaʻu",NA,"Tonga; Vavaʻu",189,104,"Winger; Fullback"
"Q18637494","Rodney Iona","1991-08-17","Australia; Melbourne",NA,"Australia; Melbourne",177,89,"Fly-Half"
"Q18637637","Tomás Lezana","1994-02-16","Argentina; Santiago del Estero Province; Santiago del Estero",NA,"Argentina; Santiago del Estero Province; Santiago del Estero",186,104,"Flanker"
"Q18637672","Campbell Magnay","1996-11-10","Brisbane",NA,"Brisbane",195,104,"Centre"
"Q18637720","Stuart McCloskey","1992-08-06","Northern Ireland; Bangor; County Down",NA,"Northern Ireland; Bangor; County Down",193,110,"Centre"
"Q18637759","Matías Moroni","1991-03-29","Argentina; Buenos Aires",NA,"Argentina; Buenos Aires",185,92,"Winger; Centre"
"Q18637850","Duncan Paia'aua","1995-01-20","New Zealand; Porirua",NA,"New Zealand; NA",180,91,"Centre; Fullback"
"Q18637859","Tiziano Pasquali","1994-07-14","Italy; Lazio; Metropolitan City of Rome Capital; Rome",NA,"Italy; Lazio; Metropolitan City of Rome Capital; Rome",183,111,"Prop"
"Q18637871","Guido Petti Pagadizábal","1994-11-17","Argentina; Buenos Aires",NA,"Argentina; Buenos Aires",194,111,"Lock"
"Q18808571","Ultan Dillane","1993-11-09","France; Paris",NA,"France; Paris",198,112,"Lock"
"Q18921739","Tomas Francis","1992-02-27","England; Yorkshire; York",NA,"England; Yorkshire; York",186,135,"Prop"
"Q18978120","Maro Itoje","1996-05-14","England; London; London Borough of Camden",NA,"England; London; London Borough of Camden",195,115,"Lock"
"Q18978162","Huw Jones","1993-12-17","Scotland; Edinburgh",NA,"Scotland; Edinburgh",186,102,"Centre"
"Q19282141","Warrick Gelant","1995-05-20","South Africa",NA,"South Africa",180,89,"Fullback"
"Q19420827","Tjiuee Uanivi","1990-12-31","Namibia; Omaheke Region; Ottiwarongo",NA,"Namibia; Omaheke Region; Ottiwarongo",200,110,"Lock; Flanker"
"Q19517709","Finlay Bealham","1991-10-09","Australia; Canberra",NA,"Australia; Canberra",189,123,"Prop"
"Q19518758","Titi Lamositele","1995-02-11","United States; Washington (state); Tacoma; Washington",NA,"United States; Washington (state); Tacoma; Washington",182,125,"Prop"
"Q19518957","Piula Fa'asalele","1988-01-22","New Zealand; Wellington",NA,"New Zealand; Wellington",196,117,"Flanker"
"Q19548121","Guillaume Rouet","1988-08-13","France; Pyrénées-Atlantiques; Bayonne",NA,"France; Pyrénées-Atlantiques; Bayonne",168,74,"Scrum-Half"
"Q19560423","Mike Ellery","1991-09-08","England; Cumbria; Penrith",NA,"England; Cumbria; NA",193,102,"Winger"
"Q19560446","Charlie Ewels","1995-06-29","England; Bournemouth",NA,"England; Bournemouth",197,112,"Lock"
"Q19571579","Sef Fa'agase","1991-03-05","New Zealand; Auckland",NA,"New Zealand; Auckland",185,112,"Prop"
"Q19571736","Giorgi Tkhilaishvili","1991-04-08","Georgia (country); Kobuleti",NA,"Georgia (country); Kobuleti",180,103,"Flanker"
"Q19571764","Zurab Zhvania","1991-09-23","Georgia (country)",NA,"Georgia (country)",179,125,"Prop; Hooker"
"Q19571780","Branco du Preez","1990-05-08","South Africa; Western Cape; George",NA,"South Africa; Western Cape; George",166,72,"Fly-Half"
"Q19571797","Keita Inagaki","1990-06-02","Japan; Niigata Prefecture; Niitsu; Niigata; Niigata (city); Akiha-ku",NA,"Japan; Niigata Prefecture; Niitsu; Niigata; Niigata (city); Akiha-ku",186,115,"Prop"
"Q19578358","Peceli Yato","1993-01-17","Fiji; Sigatoka",NA,"Fiji; Sigatoka",196,112,"Flanker"
"Q19585557","Chris Dry","1988-02-13","South Africa; Western Cape; Cape Town",NA,"South Africa; Western Cape; Cape Town",191,98,"Flanker"
"Q19585867","Werner Kok","1993-01-17","South Africa; Mpumalanga; Mbombela Local Municipality",NA,"South Africa; Mpumalanga; Mbombela Local Municipality",179,92,"Winger; Centre"
"Q19606804","Levani Botia","1989-03-14","Fiji",NA,"Fiji",182,103,"Flanker; Centre; Winger"
"Q19614405","Andrey Garbuzov","1983-08-07","Russia; Krasnoyarsk",NA,"Russia; Krasnoyarsk",193,112,"Flanker"
"Q19654810","Dave Sisi","1993-02-05","Germany; Lower Saxony; Rinteln",NA,"Germany; Lower Saxony; Rinteln",193,117,"Flanker"
"Q19661153","Jerry Tuwai","1989-03-23","Fiji; Suva",NA,"Fiji; Suva",174,81,"Fly-Half; Winger; Fullback"
"Q19661685","Keisuke Uchida","1992-02-22","Japan; Shiga Prefecture",NA,"Japan; Shiga Prefecture",179,86,"Scrum-Half"
"Q19662912","Semi Kunatani","1990-10-27","Nadi",NA,"Nadi",191,107,"Lock; Flanker; Centre"
"Q19663272","Nick Tompkins","1995-02-16","England; London; London Borough of Bexley; Sidcup",NA,"England; London; London Borough of Bexley; NA; Sidcup",181,94,"Centre"
"Q19664247","Tamaz Mchedlidze","1993-03-17","Georgia (country); Tbilisi",NA,"Georgia (country); Tbilisi",195,110,"Winger; Centre"
"Q19664363","Scott Curry","1988-05-17","New Zealand; Rotorua",NA,"New Zealand; Rotorua",193,100,"Number 8"
"Q19664800","Callum Braley","1994-03-20","England; Bristol",NA,"England; Bristol",178,84,"Scrum-Half"
"Q19665248","Merab Sharikadze","1993-05-17","Russia; Moscow",NA,"Russia; Moscow",185,91,"Centre"
"Q19665256","Solomone Kata","1994-12-03","Tonga; Neiafu (Vavaʻu)",NA,"Tonga; Neiafu (Vavaʻu)",177,104,"Winger; Centre"
"Q19665314","Akira Ioane","1995-06-16","Japan; Tokyo",NA,"Japan; Tokyo",194,113,"Number 8; Flanker"
"Q19818622","Josh van der Flier","1993-04-25","Republic of Ireland; County Wicklow; Wicklow",NA,"Republic of Ireland; County Wicklow; Wicklow",186,103,"Flanker"
"Q19818683","RG Snyman","1995-01-29","South Africa; North West (South African province); Potchefstroom",NA,"South Africa; North West (South African province); Potchefstroom",206,120,"Lock"
"Q19843698","Julien Marchand","1995-05-10","France; Haute-Garonne; Saint-Gaudens",NA,"France; Haute-Garonne; Saint-Gaudens",180,108,"Hooker"
"Q19865236","Paul Lasike","1990-06-18","New Zealand",NA,"New Zealand",175,113,"Centre"
"Q19875018","Kane Koteka","1994-01-08","Australia; Western Australia; Perth",NA,"Australia; Western Australia; Perth",182,99,"Flanker"
"Q19875405","Kotaro Matsushima","1993-02-26","South Africa; Pretoria; Japan; Saitama Prefecture; NA",NA,"South Africa; Pretoria; Japan; Saitama Prefecture; NA",178,88,"Centre; Winger; Fullback"
"Q19875674","Milton Haig","1964-02-06","New Zealand; Invercargill",NA,"New Zealand; Invercargill",NA,NA,""
"Q19876897","Dayan van der Westhuizen","1994-04-05","South Africa; Western Cape; Wellington",NA,"South Africa; Western Cape; Wellington",184,116,"Prop"
"Q19885453","Garth April","1991-07-16","South Africa; Western Cape; Cape Town",NA,"South Africa; Western Cape; Cape Town",176,85,"Fly-Half; Fullback"
"Q19893217","Ryan Louwrens","1991-03-12","South Africa; Gauteng; Johannesburg",NA,"South Africa; Gauteng; Johannesburg",179,93,"Scrum-Half"
"Q19955758","Perry Baker","1986-06-29","United States; Florida; New Summer Beach",NA,"United States; Florida; NA",185,82,"Winger"
"Q19958126","Reniel Hugo","1990-07-19","South Africa; Western Cape; Belleville",NA,"South Africa; Western Cape; NA",197,110,"Lock"
"Q19958690","Vincent Rattez","1992-03-24","France; Colombes",NA,"France; Colombes",181,77,"Winger"
"Q19984955","Ian McKinley","1989-12-04","Republic of Ireland; County Dublin; Dublin",NA,"Republic of Ireland; County Dublin; Dublin",184,88,"Fly-Half"
