"clubId","clubLabel","clubTypeLabel","inceptionMax","inceptionFormat","terminationMax","terminationFormat","nickmaneLabels","affiliationLabels","countryLabels","competitionLabels","homeVenueLabels","homeVenueCapacities","locationLabels","AllRugbyIDs","GoogleKnowlIDs"
"Q17101442","RU Hohen Neuendorf","rugby union team","1997-01-01","1997-1-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Q17101445","RFC Liégeois Rugby","rugby union team","1958-01-01","1958-1-1",NA,NA,NA,NA,"Belgium",NA,NA,NA,NA,NA,NA
"Q17102980","Lousada Rugby Clube","rugby union team",NA,NA,NA,NA,NA,NA,"Portugal",NA,NA,NA,NA,NA,NA
"Q17103394","Malmö Devilants","rugby union team",NA,NA,NA,NA,NA,NA,"Sweden",NA,NA,NA,NA,NA,NA
"Q17103706","Letterkenny RFC","rugby union team",NA,NA,NA,NA,NA,NA,"Ireland",NA,NA,NA,NA,NA,NA
"Q17104115","Newbridge RFC","rugby union team","1996-01-01","1996-1-1",NA,NA,NA,NA,"Ireland",NA,NA,NA,NA,NA,NA
"Q17110630","Namibia national under-20 rugby union team","national rugby union team",NA,NA,NA,NA,NA,NA,"Namibia",NA,NA,NA,NA,NA,NA
"Q17111500","Hong Kong national under-20 rugby union team","national rugby union team",NA,NA,NA,NA,NA,NA,"Hong Kong",NA,NA,NA,NA,NA,NA
"Q17153081","Emerging Ireland","national rugby union team","2013-01-01","2013-1-1",NA,NA,NA,NA,"Ireland",NA,NA,NA,NA,NA,NA
"Q17212194","Tenri University Rugby Football Club","rugby union team","1925-01-01","1925-1-1",NA,NA,NA,NA,"Japan","Kansai University Rugby Football League",NA,NA,NA,NA,"122n5ckq"
"Q17212202","Q17212202","rugby union team",NA,NA,NA,NA,NA,NA,"Japan",NA,NA,NA,NA,NA,"12mky0pb1"
"Q17224081","Yamanashi Gakuin University Rugby Football  Cluub","rugby union team","1975-01-01","1975-1-1",NA,NA,NA,NA,"Japan","Q11655916",NA,NA,NA,NA,"12lnh0n_x"
"Q17230201","Hosei University Rugby Football Club","rugby union team",NA,NA,NA,NA,NA,NA,"Japan","Q11655916",NA,NA,NA,NA,"122jxd8z"
"Q17487822","Q17487822","rugby union team","1961-01-01","1961-1-1",NA,NA,NA,NA,"France",NA,NA,NA,"Samatan",NA,"121pk37s"
"Q17511803","Mighty Roosters RC","rugby union team","2011-01-01","2011-1-1",NA,NA,NA,NA,"Belgium",NA,NA,NA,NA,NA,NA
"Q17515329","RC Hasselt","rugby union team","2010-01-01","2010-1-1",NA,NA,NA,NA,"Belgium",NA,NA,NA,NA,NA,NA
"Q17632085","Gran Sasso Rugby","rugby union team",NA,NA,NA,NA,NA,"Italian Rugby Federation","Italy",NA,NA,NA,NA,NA,"1q5bt0zt9"
"Q1777760","Leopards","rugby union team","1920-01-01","1920-1-1",NA,NA,"Mielieboere","South African Rugby Union","South Africa","Currie Cup","Absa Puk Oval","5000","Potchefstroom",NA,NA
"Q1781643","AS Béziers Hérault","rugby union club","1911-01-01","1911-1-1",NA,NA,NA,NA,"France","Pro D2","Stade Raoul-Barrière","18555","Béziers",NA,NA
"Q1782908","Stade Montois","rugby union club","1908-10-31","1908-10-31",NA,NA,NA,NA,"France","Pro D2","Stade André-et-Guy-Boniface",NA,"Mont-de-Marsan",NA,NA
"Q1783262","Venezuela national","national rugby union team",NA,NA,NA,NA,NA,NA,"Venezuela",NA,NA,NA,NA,NA,NA
"Q1786586","San Isidro Club","rugby union club","1935-01-01","1935-1-1",NA,NA,NA,"Argentine Rugby Union","Argentina","URBA Top 12",NA,NA,"Boulogne Sur Mer",NA,NA
"Q17985960","Bletchley RUFC","rugby union team",NA,NA,NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,NA
"Q17986381","Chard RFC","rugby union team","1876-01-01","1876-1-1",NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,NA
"Q17986427","Chichester RFC","rugby union team","1926-01-01","1926-1-1",NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,NA
"Q18011332","RC Jiki","rugby union team","2001-01-01","2001-1-1",NA,NA,NA,NA,"Georgia",NA,NA,NA,"Tbilisi; Gori",NA,NA
"Q18066532","Aeolos Rugby","rugby union team","2010-01-01","2010-1-1",NA,NA,NA,NA,"Greece",NA,NA,NA,NA,NA,NA
"Q18089647","Tbilisi Caucasians","rugby union team","2014-01-01","2014-1-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Q18110740","Welfen SC Braunschweig","rugby union team","1954-01-01","1954-1-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Q18125199","RC Armazi Marneuli","rugby union team","2003-01-01","2003-1-1",NA,NA,NA,NA,"Georgia",NA,NA,NA,NA,NA,NA
"Q18125281","Batumi RC","rugby union team","1969-01-01","1969-1-1",NA,NA,NA,NA,"Georgia",NA,NA,NA,"Batumi",NA,NA
"Q18125464","CSM București","rugby union team","2007-01-01","2007-1-1",NA,NA,NA,NA,"Romania",NA,NA,NA,NA,NA,NA
"Q18125541","Dorking RFC","rugby union club","1921-01-01","1921-1-1",NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,NA
"Q18126005","Haringey Rhinos","rugby union team",NA,NA,NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,NA
"Q18126112","Hornets RFC","rugby union team","1962-01-01","1962-1-1",NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,NA
"Q18126131","Huddersfield Y.M.C.A. RUFC","rugby union team","1927-01-01","1927-1-1",NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,NA
"Q18126721","Manchester Village Spartans RUFC","rugby union team",NA,NA,NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,NA
"Q18126939","Milton Keynes RUFC","rugby union team",NA,NA,NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,NA
"Q18127286","Peterborough Lions RFC","rugby union team","1944-01-01","1944-1-1",NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,NA
"Q18127462","RC Rustavi Kharebi","rugby union team",NA,NA,NA,NA,NA,NA,"Georgia",NA,"Rustavi Rugby stadium",NA,NA,NA,NA
"Q1816139","Czech Republic national rugby union team","national rugby union team",NA,NA,NA,NA,NA,NA,"Czech Republic",NA,NA,NA,NA,NA,NA
"Q18214295","Q18214295","rugby union team","1919-01-01","1919-1-1",NA,NA,NA,NA,"France",NA,NA,NA,"Castelsarrasin",NA,"11b66cbhxb"
"Q18379627","South Africa national under-18 rugby union team","national rugby union team",NA,NA,NA,NA,NA,NA,"South Africa",NA,NA,NA,NA,NA,NA
"Q18387263","TBS Universiteti RC","rugby union team","1962-01-01","1962-1-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Q18391665","SC Siemensstadt Rugby","rugby union team","1923-01-01","1923-1-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Q18416182","Aguará Rugby Club","rugby union club","1993-01-01","1993-1-1",NA,NA,NA,NA,"Argentina",NA,NA,NA,"Jardín América",NA,"11b6bpq2n0"
"Q1857064","RC Toulonnais","rugby union club","1908-06-03","1908-6-3",NA,NA,NA,"French Rugby Federation","France","Top 14","Stade Mayol","15400","Toulon",NA,NA
"Q18639691","Montenegro rugby","national rugby union team",NA,NA,NA,NA,NA,NA,"Montenegro",NA,NA,NA,NA,NA,"11bwf2m1l3"
"Q1865460","Union Bordeaux Bègles","rugby union club","2006-06-19","2006-6-19",NA,NA,NA,"French Rugby Federation","France","Top 14","Stade Chaban-Delmas","34694","Bègles",NA,NA
"Q18672217","Portet-sur-Garonne club","rugby union team",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Q18680918","Old Town Shamrocks","rugby union team","2011-01-01","2011-1-1",NA,NA,NA,NA,"Finland","Finnish Championship League",NA,NA,"Porvoo",NA,"1yw9kr84v"
"Q1890136","Gent RFC","rugby union team","1969-01-01","1969-1-1",NA,NA,NA,NA,"Belgium",NA,NA,NA,NA,NA,NA
"Q1919652","Brussels Barbarians","rugby union team","1968-01-01","1968-1-1",NA,NA,NA,NA,"Belgium",NA,NA,NA,NA,NA,NA
"Q19321850","Rugby Club Krusevac","rugby union team","1992-01-01","1992-1-1",NA,NA,NA,NA,"Serbia",NA,NA,NA,NA,NA,NA
"Q1943352","Moldova national rugby union team","rugby union team",NA,NA,NA,NA,NA,NA,"Moldova",NA,NA,NA,NA,NA,NA
"Q19544546","Montenegro national rugby union team","national rugby union team",NA,NA,NA,NA,NA,NA,"Montenegro",NA,NA,NA,NA,NA,NA
"Q19544885","Q19544885","rugby union team","2011-01-01","2011-1-1",NA,NA,NA,NA,"Morocco",NA,NA,NA,NA,NA,"11b6gnv1qg"
"Q195734","United Arab Emirates national rugby union team","national rugby union team","2011-04-23","2011-4-23",NA,NA,NA,NA,"United Arab Emirates",NA,NA,NA,NA,NA,NA
"Q19576877","Asia Pacific Dragons","rugby union team",NA,NA,NA,NA,NA,NA,"Australia",NA,NA,NA,NA,NA,NA
"Q19576995","Cook Islands national under-20 rugby union team","national rugby union team",NA,NA,NA,NA,NA,NA,"New Zealand",NA,NA,NA,NA,NA,NA
"Q19577410","New Panteg RFC","rugby union team",NA,NA,NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,NA
"Q19577502","Papua New Guinea national under-20 rugby union team","national rugby union team",NA,NA,NA,NA,NA,NA,"Papua New Guinea",NA,NA,NA,NA,NA,NA
"Q1958874","München RFC","rugby union team","1977-01-01","1977-1-1",NA,NA,NA,NA,"Germany",NA,NA,NA,"München",NA,NA
"Q19622543","Q19622543","rugby union team",NA,NA,NA,NA,NA,"Italian Rugby Federation","Italy",NA,NA,NA,NA,NA,NA
"Q19622752","Cavalieri Union Rugby","rugby union team","2010-01-01","2010-1-1",NA,NA,NA,"Italian Rugby Federation","Italy","Serie A","Enrico Chersoni Stadium","2500",NA,NA,"11b6j9v9f9"
"Q19622927","Q19622927","rugby union team","1982-01-01","1982-1-1",NA,NA,NA,"Italian Rugby Federation","Italy","Serie A",NA,NA,"Padua",NA,"11f5l8pdry"
"Q1964830","Lithuania national rugby union team","national rugby union team",NA,NA,NA,NA,NA,NA,"Lithuania",NA,NA,NA,NA,NA,NA
"Q19693146","Belarus national rugby union team","national rugby union team",NA,NA,NA,NA,NA,NA,"Belarus",NA,NA,NA,NA,NA,"11b7gn3slm"
"Q19757558","History of the South Africa national rugby union team","national rugby union team",NA,NA,NA,NA,NA,NA,"South Africa",NA,NA,NA,NA,NA,NA
"Q19819361","Nepal national rugby union team","national rugby union team",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11b7lr7h7d"
"Q19840257","Sunwolves","rugby union club","2015-01-01","2015-1-1",NA,NA,NA,NA,"Japan",NA,"Chichibunomiya Rugby Stadium",NA,"Tokyo",NA,NA
"Q19870761","Jaguares","rugby union franchise","2015-01-01","2015-1-1",NA,NA,NA,NA,"Argentina","Super Rugby","José Amalfitani Stadium",NA,NA,NA,NA
"Q19870888","Australia national under-19 rugby union team","national rugby union team",NA,NA,NA,NA,NA,NA,"Australia",NA,NA,NA,NA,NA,NA
"Q19871070","Balmain RFC","rugby union team","1873-01-01","1873-1-1",NA,NA,NA,NA,"Australia",NA,NA,NA,NA,NA,NA
"Q1988223","Netherlands national rugby union team","national rugby union team","1930-07-01","1930-7-1",NA,NA,NA,NA,"Netherlands",NA,NA,NA,NA,NA,NA
"Q1994933","São José Rugby Clube","rugby union team","1987-01-01","1987-1-1",NA,NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA
"Q20009056","Associazione Fascista Calcio Padova Rugby","defunct rugby union club","1932-01-01","1932-1-1","1946-01-01","1946-1-1","i Biancoscudati","Italian Rugby Federation","Kingdom of Italy",NA,NA,NA,NA,NA,"11b6_k_1jk"
"Q20009154","CUS Perugia Rugby","rugby union team","1969-01-01","1969-1-1",NA,NA,NA,"Italian Rugby Federation","Italy","Serie A",NA,NA,NA,NA,"11b6jbqpsy"
"Q20009221","Leoni di San Marco","defunct rugby union club","1927-01-01","1927-1-1","1930-01-01","1930-1-1",NA,"Italian Rugby Federation","Italy",NA,NA,NA,NA,NA,"11b6_dwd4n"
"Q20009336","ASD Rugby Lecco","rugby union club","1975-01-01","1975-1-1",NA,NA,"I Leoni","Italian Rugby Federation","Italy","Serie A",NA,NA,NA,NA,"11bc7dgdh_"
"Q2001145","Northland RU","rugby union team","1920-01-01","1920-1-1",NA,NA,"Taniwha","New Zealand Rugby","New Zealand","ITM Cup","Okara Park","18500","Whangārei",NA,"1219x_r8"
"Q2002695","US Montauban","rugby union club","1903-01-01","1903-1-1",NA,NA,NA,NA,"France","Pro D2","Stade Sapiac",NA,"Montauban",NA,NA
"Q2003634","Poland national rugby union team","national rugby union team","1958-04-24","1958-4-24",NA,NA,"Biało-czerwoni",NA,"Poland",NA,NA,NA,NA,NA,NA
"Q2004853","Barbarian Rugby Club","rugby union team","1979-08-01","1979-8-1",NA,NA,NA,NA,"France",NA,NA,NA,NA,NA,NA
"Q20102688","Q20102688","rugby union team",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"122fj1nt"
"Q2035617","Rugby Viadana","rugby union club","1970-01-01","1970-1-1",NA,NA,"I Gialloneri","Italian Rugby Federation","Italy","Serie A Élite","Luigi Zaffanella Stadium","6000","Viadana",NA,NA
"Q2046470","Curaçao national rugby union team","national rugby union team",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Q20593078","Bro Ffestiniog RFC","rugby union team",NA,NA,NA,NA,NA,NA,"United Kingdom",NA,NA,NA,"Gwynedd",NA,NA
"Q20593095","Q20593095","rugby union team",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Q2060356","Pampas XV","rugby union team","2010-01-01","2010-1-1","2015-01-01","2015-1-1",NA,"Argentine Rugby Union","Argentina",NA,NA,NA,NA,NA,NA
"Q20708609","Fordham University Rugby Football Club","rugby union team","1962-01-01","1962-1-1",NA,NA,NA,NA,"United States of America",NA,NA,NA,NA,NA,"11b80hfdtg"
"Q20716879","Portugal national under-20 rugby union team","national rugby union team",NA,NA,NA,NA,NA,NA,"Portugal",NA,NA,NA,NA,NA,NA
"Q20877062","Glasgow District","rugby union team","1872-01-01","1872-1-1",NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,"11bv3gfdgf"
"Q20877353","Watsonians Ladies Rugby","rugby union team",NA,NA,NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,"11bw1hjvw3"
"Q20878150","History of the Wales national rugby union team","national rugby union team",NA,NA,NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,NA
"Q20902161","Q20902161","rugby union team",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Q2094512","Worcester Warriors","rugby union club","1871-01-01","1871-1-1",NA,NA,NA,"Rugby Football Union","United Kingdom","Premiership Rugby","Sixways Stadium","12024",NA,"worcester",NA
"Q2095197","Q2095197","rugby union club",NA,NA,NA,NA,NA,NA,"Netherlands",NA,NA,NA,NA,NA,"122rd7pn"
"Q20966973","France national under-16 rugby union team","national rugby union team",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Q20966981","France olympic national rugby union team","national rugby union team",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Q20967019","France national under-19 rugby union team","national rugby union team",NA,NA,NA,NA,NA,NA,"France",NA,NA,NA,NA,NA,NA
"Q20967743","Q20967743","rugby union team",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Q20977903","Belenos Rugby Club","rugby union team","1998-01-01","1998-1-1",NA,NA,NA,NA,"Spain","División de Honor de Rugby","Estadio Santa Bárbara",NA,NA,NA,NA
"Q20981974","South African Universities rugby union team","national rugby union team",NA,NA,NA,NA,NA,NA,"South Africa",NA,NA,NA,NA,NA,NA
"Q21007935","Anglet ORC","rugby union team","1946-01-01","1946-1-1",NA,NA,NA,NA,"France",NA,"Stade Saint-Jean",NA,"Anglet",NA,"11b8cfr_d1"
"Q21019206","Tokyo Gas Rugby Football Club","rugby union team",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11b7js4mcd"
"Q21019421","Hino Red Dolphins","rugby union team","1950-01-01","1950-1-1",NA,NA,NA,NA,"Japan","Japan Rugby League One",NA,NA,"Hino",NA,"11b7khntts"
"Q21019486","Shimizu Koto Blue Sharks","rugby union team","1976-01-01","1976-1-1",NA,NA,NA,NA,"Japan","Japan Rugby League One",NA,NA,"Kōtō-ku",NA,"11b7k5b50c"
"Q2105092","ESRC The Elephants","rugby union club",NA,NA,NA,NA,NA,NA,"Netherlands",NA,NA,NA,"Eindhoven",NA,"1hc0gv3bp"
"Q21055563","Q21055563","rugby union team","1962-01-01","1962-1-1",NA,NA,NA,NA,"France",NA,NA,NA,NA,NA,"11bwdwwlw0"
"Q21072615","Belgrade Rugby Club Red Star","rugby union team","1982-12-20","1982-12-20",NA,NA,NA,NA,"Serbia",NA,NA,NA,"Belgrade",NA,NA
"Q21072670","Rugby Club Balkan Mosquito","rugby union team",NA,NA,NA,NA,NA,NA,"Serbia",NA,NA,NA,NA,NA,NA
"Q21093779","Old Blues RFC","rugby union team",NA,NA,NA,NA,NA,NA,"United States of America",NA,NA,NA,NA,NA,"11b6gbgc32"
"Q21235479","Lomas Athletic Club (rugby)","rugby union team","1891-01-01","1891-1-1",NA,NA,NA,"Unión de Rugby de Buenos Aires","Argentina",NA,NA,NA,NA,NA,"11b7t34l3k"
"Q21427935","Q21427935","rugby union team",NA,NA,NA,NA,NA,NA,"France",NA,NA,NA,"Saint-Céré",NA,"11bwg7b3m8"
"Q2149726","Rsca-rugby","rugby union team","1931-01-01","1931-1-1",NA,NA,"Paars en wit; les Mauves; l'old club","Belgian Rugby Federation","Belgium","Belgian Elite League",NA,NA,NA,NA,NA
"Q21638955","Q21638955","rugby union club","1996-01-01","1996-1-1",NA,NA,NA,NA,"Russia",NA,NA,NA,NA,NA,"11bx1gzdgc"
"Q21644695","Q21644695","rugby union club","2013-01-01","2013-1-1",NA,NA,NA,NA,"Russia",NA,NA,NA,NA,NA,"11bx569c4b"
"Q217625","Manawatu Rugby Union","rugby union team","1886-01-01","1886-1-1",NA,NA,NA,"New Zealand Rugby","New Zealand","ITM Cup","Arena Manawatu","15000","Palmerston North",NA,NA
"Q217635","Waikato RU","rugby union team","1921-01-01","1921-1-1",NA,NA,NA,NA,"New Zealand",NA,"Waikato Stadium",NA,"Hamilton",NA,NA
"Q21843669","Q21843669","rugby union club","2011-01-01","2011-1-1",NA,NA,NA,NA,"Russia",NA,NA,NA,NA,NA,"11bxb8qtv3"
"Q2191086","Unione Sportiva Milanese","rugby union club","1902-01-01","1902-1-1",NA,NA,NA,NA,"Italy",NA,NA,NA,"Milan",NA,"121xjwvy"
"Q21997533","Glasgow Giants ARFC","rugby union club",NA,NA,NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,"11bwcb7rvb"
"Q21997618","Moray RFC","rugby union club",NA,NA,NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,"11bwkdyp1z"
"Q2200602","Instonians","rugby union team","1919-01-01","1919-1-1",NA,NA,NA,NA,"Ireland",NA,NA,NA,NA,NA,NA
"Q2208598","SV Odin Hannover","rugby union team","1905-01-01","1905-1-1",NA,NA,NA,NA,"Germany",NA,NA,NA,"Hanover",NA,NA
"Q22087439","Oxford R.F.C","rugby union club",NA,NA,NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,"11bwds04_r"
"Q22097416","Husky Rugby Club","rugby union club","1963-01-01","1963-1-1",NA,NA,NA,NA,"United States of America",NA,NA,NA,NA,NA,"11bwn3z4yp"
"Q22097681","Glasgow Southern RFC","rugby union club",NA,NA,NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,"11clgfnc_8"
"Q22097709","Cirencester RFC","rugby union club",NA,NA,NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,"11bxdt4lx8"
"Q22097728","Clarkston RFC","rugby union club",NA,NA,NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,"11clgkvsml"
"Q22098273","Scotland B national rugby union team","national rugby union team","1971-01-01","1971-1-1","1992-01-01","1992-1-1",NA,NA,NA,NA,NA,NA,NA,NA,"11bwdt6x7k"
"Q22098276","Scotland Club XV","national rugby union team",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11bv35f0qm"
"Q22098282","Scotland national under-16 rugby union team","national rugby union team",NA,NA,NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,"11b87nhxxh"
"Q22098288","Scotland national under-17 rugby union team","national rugby union team",NA,NA,NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,"11bwdsdsz1"
"Q22098292","Scotland national under-21 rugby union team","national rugby union team",NA,NA,NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,"11bwf6d6dy"
"Q22098385","Turks and Caicos Islands national rugby union team","national rugby union team",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Q22117758","Asahi University Rugby Football Club","rugby union team","1978-01-01","1978-1-1",NA,NA,NA,NA,"Japan","Q11527859",NA,NA,NA,NA,"11bw_5_q50"
"Q22118320","Q22118320","rugby union team",NA,NA,NA,NA,NA,NA,"Japan",NA,NA,NA,NA,NA,"11bxds_vdg"
"Q22118707","Q22118707","rugby union team",NA,NA,NA,NA,NA,NA,"Japan",NA,NA,NA,NA,NA,"11bx89m80d"
"Q22119126","Q22119126","rugby union team",NA,NA,NA,NA,NA,NA,"Japan",NA,NA,NA,NA,NA,"11bxb8dsmp"
"Q22119362","Q22119362","rugby union team",NA,NA,NA,NA,NA,NA,"Japan",NA,NA,NA,NA,NA,"11bxb8p08f"
"Q22119409","Q22119409","rugby union team",NA,NA,NA,NA,NA,NA,"Japan",NA,NA,NA,NA,NA,"11bxdsljk5"
"Q22119588","Tokyo Institute of Technology Rugby Unit","rugby union team",NA,NA,NA,NA,NA,NA,"Japan",NA,NA,NA,NA,NA,"11cj8zcvk8"
"Q22119593","Q22119593","rugby union team",NA,NA,NA,NA,NA,NA,"Japan",NA,NA,NA,NA,NA,"11bx1cmch4"
"Q22119617","Toyo University Rugby Football Club","rugby union team","1959-01-01","1959-1-1",NA,NA,NA,NA,"Japan","Q11655916",NA,NA,NA,NA,"11bwyc8nvm"
"Q22119950","Hakuoh University Rugby Football Club","rugby union team","1986-01-01","1986-1-1",NA,NA,NA,NA,"Japan","Q11655916",NA,NA,NA,NA,"11c3vgy3sx"
"Q22120270","Q22120270","rugby union team",NA,NA,NA,NA,NA,NA,"Japan",NA,NA,NA,NA,NA,"11bx568qsv"
"Q22120803","Q22120803","rugby union team",NA,NA,NA,NA,NA,NA,"Japan",NA,NA,NA,NA,NA,NA
"Q22120850","Q22120850","rugby union team",NA,NA,NA,NA,NA,NA,"Japan",NA,NA,NA,NA,NA,"11bwymgwbm"
"Q22125155","Hitachi Sun Nexus","rugby union team",NA,NA,NA,NA,NA,NA,"Japan",NA,NA,NA,NA,NA,"11b7nscnky"
"Q22681306","Surfers Paradise Dolphins","rugby union team","1973-01-01","1973-1-1",NA,NA,NA,NA,"Australia",NA,NA,NA,NA,NA,"11clgkyqbf"
"Q2269393","Mogliano Rugby","rugby union club","1956-01-01","1956-1-1",NA,NA,NA,"Italian Rugby Federation","Italy","Serie A Élite","Q3967840","786","Mogliano Veneto",NA,NA
"Q2274476","Venezia Mestre Rugby FC","defunct rugby union club","1986-01-01","1986-1-1","2011-01-01","2011-1-1",NA,"Italian Rugby Federation","Italy",NA,NA,NA,"Venezia",NA,NA
"Q2278510","L’Aquila Rugby Club","defunct rugby union club","1936-01-01","1936-1-1","2018-01-01","2018-1-1","Neroverdi","Italian Rugby Federation","Italy",NA,"Stadio Tommaso Fattori","10000",NA,NA,NA
"Q2289089","București Wolves","rugby union team","2004-01-01","2004-1-1",NA,NA,NA,NA,"Romania",NA,NA,NA,NA,NA,NA
"Q2289327","CSA Steaua București","rugby union club","1948-01-01","1948-1-1",NA,NA,NA,NA,"Romania",NA,"Stadionul Steaua",NA,NA,NA,NA
"Q2300859","Western Province","rugby union team","1883-01-01","1883-1-1",NA,NA,"Die Streeptruie; WP; Province","South African Rugby Union","South Africa","Currie Cup","Newlands Stadium","50900","Cape Town",NA,NA
"Q23013468","Basque Country women's national rugby union team","rugby union team","1995-01-01","1995-1-1",NA,NA,NA,NA,"Spain",NA,NA,NA,NA,NA,"11cjjb7jqf"
"Q23018837","Wallsend RUFC","rugby union club",NA,NA,NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,"11bwh913hp"
"Q23044767","Sweden national wheelchair rugby team","national rugby union team",NA,NA,NA,NA,NA,NA,"Sweden",NA,NA,NA,NA,NA,"11b8_zfy5q"
"Q23058668","Sacramento Express","rugby union club","2016-01-01","2016-1-1",NA,NA,NA,NA,"United States of America",NA,NA,NA,NA,NA,"11c1tqqpys"
"Q2332289","Slovenia national rugby union team","national rugby union team",NA,NA,NA,NA,NA,NA,"Slovenia",NA,NA,NA,NA,NA,NA
"Q2332838","Azerbaijan national rugby union team","national rugby union team",NA,NA,NA,NA,NA,NA,"Azerbaijan",NA,NA,NA,NA,NA,NA
"Q2333263","China national rugby union team","national rugby union team","1997-11-01","1997-11-1",NA,NA,NA,NA,"People's Republic of China",NA,NA,NA,NA,NA,NA
"Q2334727","Q2334727","rugby union club",NA,NA,NA,NA,NA,NA,"Netherlands",NA,NA,NA,NA,NA,"122z_sfk"
"Q2335211","Israel national rugby union team","national rugby union team",NA,NA,NA,NA,NA,NA,"Israel",NA,NA,NA,NA,NA,NA
"Q2335804","Latvia national rugby union team","national rugby union team",NA,NA,NA,NA,NA,NA,"Latvia",NA,NA,NA,NA,NA,NA
"Q2335859","Serbia national rugby union team","national rugby union team","2006-10-07","2006-10-7",NA,NA,NA,NA,"Serbia",NA,NA,NA,NA,NA,NA
"Q2345914","Peru national rugby union team","national rugby union team",NA,NA,NA,NA,NA,NA,"Peru",NA,NA,NA,NA,NA,NA
"Q2352445","Malaysia national rugby union team","national rugby union team",NA,NA,NA,NA,NA,NA,"Malaysia",NA,NA,NA,NA,NA,NA
